Symbol,Name,Start,End,Return,WorthNow
0P0000705I.TO,RBC Premium Money Market Fund A,9.707913398742676,10.0,0.030087474955756602,103008.74749557568
0P00007060.TO,RBC Canadian Money Market Fund A,9.752142906188963,10.0,0.025415654404914473,102541.56544049144
0P00007062.TO,RBC Balanced Fund A,10.539206504821776,15.302900314331055,0.4519973877852995,145199.73877852995
0P00007067.TO,RBC Select Conservative Portfolio A,17.017158508300778,23.600400924682607,0.3868590877360987,138685.90877360987
0P00007069.TO,RBC Select Growth Portfolio A,19.53199577331543,33.855701446533196,0.7333457286933669,173334.5728693367
0P0000706A.TO,RBC Select Balanced Portfolio A,19.31696319580078,30.689899444580078,0.5887538394881656,158875.38394881657
0P0000706N.TO,Mackenzie Canadian Dividend Fund A,15.141236305236815,22.546300888061523,0.48906604675759274,148906.60467575927
0P0000706U.TO,"Phillips, Hager & North Canadian Money Market Fund D",9.732260704040527,10.0,0.027510493615149022,102751.04936151492
0P0000706V.TO,"Phillips, Hager & North Dividend Income Fund D",63.45708465576172,103.93699645996094,0.6379100461956656,163791.00461956658
0P0000707U.TO,CIBC Monthly Income,11.468608856201172,11.78499984741211,0.02758756490678137,102758.75649067813
0P0000708E.TO,TD Mgd Inc & Mod Growth Port I,9.34239101409912,14.800000190734865,0.5841769166372255,158417.69166372254
0P0000708H.TO,TD Mgd Income Portfolio I,9.292593955993652,12.68000030517578,0.3645275329174666,136452.75329174666
0P0000709N.TO,BMO Dividend A,38.228858947753906,76.45069885253906,0.9998163941283641,199981.63941283643
0P0000709S.TO,Fidelity Small Cap America Sr A,17.12799072265625,67.42620086669922,2.936608908685969,393660.8908685969
0P000070AA.TO,Fidelity Canadian Growth Company Sr A,22.235307693481445,81.62210083007812,2.6708329812771896,367083.29812771897
0P000070AW.TO,CI Portfolio Series Income,10.036324501037598,11.246899604797363,0.12061936654545309,112061.93665454531
0P000070CR.TO,CI Signature Select Canadian A,14.377577781677244,26.09779930114746,0.8151735777361916,181517.35777361915
0P000070CX.TO,CI Signature High Income,11.895343780517578,12.525699615478516,0.052991813149053026,105299.1813149053
0P000070EJ.TO,MD Growth Investments Limited,8.130000114440918,23.79999923706055,1.9274291392426657,292742.9139242665
0P000070EL.TO,London Life Mortgage (Portico),207.3179931640625,227.94900512695312,0.09951385139332375,109951.38513933239
0P000070EX.TO,IG Mackenzie Mutual of Canada C,16.06846809387207,19.999799728393555,0.24466125902946226,124466.12590294624
0P000070EY.TO,IG Mackenzie Mortgage and Short Term Income Fund C,5.004262447357178,4.98960018157959,-0.002929955399387824,99707.00446006122
0P000070F5.TO,IG Mackenzie Dividend Fund C,18.58589172363281,22.635900497436523,0.21790769224453962,121790.76922445395
0P000070FG.TO,Mackenzie Income Fund - A,2.3775691986083984,1.888499975204468,-0.20570136242099063,79429.86375790094
0P000070G0.TO,Mackenzie US All Cap Growth Fund Sr A,7.599699974060059,33.753101348876946,3.4413728784143975,444137.2878414398
0P000070GW.TO,Fidelity Canadian Disciplined Equity Fund A,22.816181182861328,45.95920181274414,1.014324897072039,201432.4897072039
0P000070GW.TO,Fidelity Canadian Disciplined Equity Fund A,22.816181182861328,45.95920181274414,1.014324897072039,201432.4897072039
0P000070HK.TO,Fidelity Canadian Asset Allocation Fund A,22.92611694335937,30.72640037536621,0.3402356993675817,134023.56993675817
0P000070HM.TO,TD Mgd Aggressive Growth Port I,7.679184436798098,15.489999771118164,1.0171412600654832,201714.12600654835
0P000070HN.TO,TD Mgd Balanced Growth Port I,8.820838928222656,15.770000457763672,0.7878118607638183,178781.18607638183
0P000070IV.TO,TD Health Sciences - I,16.059999465942386,106.75,5.646949162506464,664694.9162506463
0P000070J7.TO,CI Signature Canadian Balanced,12.445369720458984,17.086700439453125,0.3729363468699722,137293.63468699722
0P000070KX.TO,RBC Monthly Income Fund A,11.654417991638185,14.683099746704102,0.259874131615919,125987.4131615919
0P000070LL.TO,TD Dividend Growth - I,45.73485946655274,81.94999694824219,0.7918497597696709,179184.97597696708
0P000070LV.TO,CI Canadian Investment A,19.1842041015625,33.10120010375977,0.7254403637763515,172544.03637763514
0P000070MW.TO,Franklin Quotential Balanced Growth Portfolio A,5.902822017669678,8.627200126647951,0.4615382440505645,146153.82440505645
0P000070NQ.TO,TD Glbl Entertainment & Comm - I,19.5,135.94000244140622,5.9712821764823705,697128.217648237
0P000070NS.TO,BMO Monthly Income A,7.058138370513916,6.704500198364258,-0.050103604319662716,94989.63956803373
0P000070OX.TO,Scotia Canadian Income Fund Series A,12.405365943908693,14.172300338745115,0.14243307314154854,114243.30731415487
0P000070Q6.TO,Fidelity True North Sr A,23.916584014892567,46.74929809570313,0.9546812398707487,195468.12398707488
0P000070R0.TO,TD Monthly Income - I,14.482309341430664,21.61000061035156,0.49216537921408404,149216.53792140842
0P000070RT.TO,Mackenzie Canadian Growth Balanced Fund - A,7.76531457901001,12.573200225830078,0.6191488571262775,161914.88571262776
0P000070RW.TO,IA Clarington Strategic Income Fund Series Y,4.365325450897217,3.5590000152587886,-0.18471141377848518,81528.85862215149
0P000070UN.TO,Fidelity Canadian Large Cap Sr A,22.75140190124512,43.364200592041016,0.9060012556706589,190600.1255670659
0P000070UR.TO,Renaissance Global Growth,7.82889986038208,23.55940055847168,2.0092862316062234,300928.6231606223
0P000070UZ.TO,Invesco Income Growth Fund Series SC,9.663595199584961,16.76300048828125,0.7346546644463335,173465.46644463335
0P000070V1.TO,Invesco Global Companies Fund Series SC,23.61532974243164,64.40399932861328,1.7272115202733427,272721.15202733426
0P00007122.TO,TD Canadian Equity - I,22.486141204833984,37.060001373291016,0.6481263297112089,164812.6329711209
0P0000712J.TO,CIBC Money Market,9.776312828063963,10.0,0.022880525190838687,102288.05251908387
0P0000712O.TO,Scotia Canadian Balanced,18.196367263793945,27.390300750732425,0.5052620313523801,150526.203135238
0P0000712Y.TO,BMO Asset Allocation A,15.011484146118164,22.61960029602051,0.5068197172142861,150681.97172142862
0P00007142.TO,Investors Income Plus Portfolio C,7.026278018951416,7.976799964904785,0.13528100416601826,113528.10041660182
0P00007149.TO,Mawer International Equity Fund Class A,27.34115791320801,70.33409881591797,1.5724623309366448,257246.2330936645
0P0000714B.TO,Mawer New Canada A,32.51676559448242,88.08200073242188,1.7088180242430997,270881.80242431
